               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.021722,            0.018244,           0.0054452,             0.66511,             0.61061,             0.60783,             0.42942,            0.033165,            0.015473,            0.013123,            0.004786,            0.004786,            0.004786
                 160,             0.02204,            0.018305,           0.0059187,             0.66451,             0.61229,             0.60779,             0.42944,             0.03318,             0.01548,            0.013134,            0.004753,            0.004753,            0.004753
                 161,            0.021439,            0.018477,           0.0058293,             0.66328,             0.61275,             0.60801,             0.42963,            0.033194,            0.015483,            0.013158,             0.00472,             0.00472,             0.00472
                 162,             0.02145,             0.01812,           0.0055518,             0.66375,             0.61082,             0.60829,             0.43009,            0.033206,            0.015491,             0.01317,            0.004687,            0.004687,            0.004687
                 163,            0.021517,             0.01828,           0.0053803,              0.6569,             0.61987,              0.6085,             0.43044,            0.033208,            0.015499,             0.01317,            0.004654,            0.004654,            0.004654
                 164,            0.021296,            0.018078,           0.0051538,             0.65664,             0.62024,             0.60839,             0.43076,            0.033217,             0.01551,            0.013185,            0.004621,            0.004621,            0.004621
                 165,            0.021402,            0.018099,           0.0057015,             0.65509,             0.62184,             0.60817,             0.43026,            0.033229,            0.015519,            0.013208,            0.004588,            0.004588,            0.004588
                 166,            0.021483,            0.018544,           0.0056669,             0.65885,             0.61934,              0.6079,             0.43088,            0.033242,            0.015526,            0.013222,            0.004555,            0.004555,            0.004555
                 167,            0.021131,            0.018026,           0.0052083,             0.66011,             0.61673,              0.6082,             0.43096,            0.033248,            0.015534,            0.013233,            0.004522,            0.004522,            0.004522
                 168,            0.021458,             0.01808,           0.0055618,             0.66057,             0.61612,             0.60785,             0.43073,            0.033257,            0.015542,            0.013238,            0.004489,            0.004489,            0.004489
                 169,            0.021124,            0.018019,           0.0056029,             0.65993,              0.6158,             0.60827,             0.43116,            0.033268,            0.015552,            0.013255,            0.004456,            0.004456,            0.004456
                 170,            0.021345,            0.017588,           0.0052811,             0.66068,             0.61603,             0.60822,             0.43143,            0.033278,            0.015562,             0.01325,            0.004423,            0.004423,            0.004423
                 171,            0.020918,            0.017767,           0.0052077,             0.65951,             0.61487,             0.60817,             0.43158,            0.033288,             0.01557,            0.013246,             0.00439,             0.00439,             0.00439
                 172,            0.020721,            0.017567,           0.0051451,              0.6601,             0.61599,             0.60868,             0.43182,            0.033305,            0.015578,            0.013264,            0.004357,            0.004357,            0.004357
                 173,            0.020989,            0.017533,           0.0053352,             0.65599,              0.6213,             0.60848,             0.43173,            0.033319,            0.015583,            0.013249,            0.004324,            0.004324,            0.004324
                 174,            0.020713,            0.017371,           0.0054415,              0.6548,             0.62369,             0.60823,              0.4312,            0.033327,            0.015589,            0.013234,            0.004291,            0.004291,            0.004291
                 175,            0.021235,            0.017579,             0.00531,             0.65322,             0.62449,             0.60818,             0.43166,            0.033332,            0.015592,            0.013232,            0.004258,            0.004258,            0.004258
                 176,            0.020849,            0.017762,           0.0051957,              0.6444,             0.63211,             0.60847,               0.432,            0.033334,            0.015597,            0.013236,            0.004225,            0.004225,            0.004225
                 177,            0.020353,             0.01754,           0.0055515,             0.64498,             0.63126,              0.6083,             0.43189,            0.033343,            0.015603,            0.013231,            0.004192,            0.004192,            0.004192
                 178,            0.020918,            0.017487,           0.0050625,             0.64568,             0.63121,             0.60833,             0.43157,            0.033346,            0.015608,            0.013243,            0.004159,            0.004159,            0.004159
                 179,            0.020409,            0.017422,           0.0050274,             0.64659,             0.62949,             0.60859,             0.43132,            0.033359,            0.015613,            0.013258,            0.004126,            0.004126,            0.004126
                 180,            0.020756,            0.017419,           0.0053361,             0.64427,             0.63179,             0.60859,             0.43142,            0.033363,             0.01562,            0.013269,            0.004093,            0.004093,            0.004093
                 181,            0.020086,            0.017072,           0.0049316,             0.64322,              0.6312,             0.60872,             0.43181,            0.033366,            0.015627,            0.013277,             0.00406,             0.00406,             0.00406
                 182,            0.020434,             0.01746,           0.0049578,              0.6453,             0.62696,              0.6082,             0.43213,             0.03337,            0.015634,            0.013292,            0.004027,            0.004027,            0.004027
                 183,            0.020263,            0.017442,           0.0049453,             0.65214,             0.62502,              0.6084,              0.4326,            0.033375,            0.015643,            0.013293,            0.003994,            0.003994,            0.003994
                 184,            0.020244,            0.017214,            0.004891,             0.65209,             0.62667,              0.6089,             0.43299,            0.033383,            0.015654,              0.0133,            0.003961,            0.003961,            0.003961
                 185,            0.020035,             0.01703,            0.005194,             0.64888,             0.62623,             0.60872,             0.43334,            0.033395,            0.015663,            0.013308,            0.003928,            0.003928,            0.003928
                 186,            0.019948,            0.016893,           0.0048552,             0.64673,             0.62729,             0.60919,             0.43376,            0.033407,            0.015673,            0.013314,            0.003895,            0.003895,            0.003895
                 187,            0.020105,            0.017095,           0.0050199,              0.6471,             0.62619,             0.60918,             0.43356,            0.033415,            0.015687,            0.013323,            0.003862,            0.003862,            0.003862
                 188,             0.02028,             0.01694,           0.0053498,             0.64622,              0.6263,             0.60942,             0.43369,            0.033423,            0.015697,            0.013329,            0.003829,            0.003829,            0.003829
                 189,            0.019948,            0.016974,           0.0054127,             0.64526,             0.62647,             0.60977,             0.43424,            0.033437,            0.015706,            0.013326,            0.003796,            0.003796,            0.003796
                 190,             0.01977,            0.016935,           0.0049558,             0.64522,             0.62911,             0.60982,             0.43388,             0.03345,            0.015717,            0.013325,            0.003763,            0.003763,            0.003763
                 191,            0.019699,            0.016867,           0.0048275,             0.64626,             0.62459,             0.60975,             0.43407,            0.033463,            0.015727,            0.013324,             0.00373,             0.00373,             0.00373
                 192,             0.01942,            0.016828,           0.0045171,             0.64582,             0.62816,             0.60949,             0.43364,            0.033475,            0.015737,            0.013319,            0.003697,            0.003697,            0.003697
                 193,             0.01946,            0.016546,           0.0044953,             0.64323,             0.62977,             0.60954,             0.43372,            0.033491,            0.015747,            0.013327,            0.003664,            0.003664,            0.003664
                 194,            0.019488,             0.01656,           0.0047317,             0.64151,             0.62882,             0.60953,             0.43356,            0.033501,            0.015759,            0.013328,            0.003631,            0.003631,            0.003631
                 195,            0.019415,            0.016625,           0.0046482,             0.63896,             0.63142,              0.6088,              0.4334,            0.033506,             0.01577,            0.013328,            0.003598,            0.003598,            0.003598
                 196,            0.018718,            0.016235,           0.0045801,             0.63777,             0.63143,             0.60892,             0.43331,            0.033516,            0.015781,            0.013338,            0.003565,            0.003565,            0.003565
                 197,             0.01899,            0.016612,           0.0044664,             0.63991,             0.62923,             0.60865,             0.43316,            0.033525,            0.015792,            0.013341,            0.003532,            0.003532,            0.003532
                 198,            0.019316,            0.016704,           0.0045389,             0.64219,             0.62877,             0.60886,             0.43336,            0.033534,            0.015803,            0.013331,            0.003499,            0.003499,            0.003499
                 199,            0.019081,            0.016252,           0.0044809,             0.64179,             0.62837,             0.60904,             0.43331,            0.033546,            0.015812,            0.013324,            0.003466,            0.003466,            0.003466
                 200,            0.019089,            0.016303,           0.0045081,             0.64317,              0.6291,             0.60937,             0.43335,            0.033555,            0.015823,            0.013326,            0.003433,            0.003433,            0.003433
                 201,            0.018932,            0.016241,           0.0045245,              0.6444,             0.62757,             0.60934,             0.43353,             0.03357,            0.015833,            0.013329,              0.0034,              0.0034,              0.0034
                 202,            0.019084,               0.016,           0.0045452,             0.64705,             0.62594,             0.60999,             0.43387,             0.03358,            0.015845,             0.01333,            0.003367,            0.003367,            0.003367
                 203,            0.018453,            0.016132,           0.0041186,             0.65106,             0.62619,              0.6104,              0.4341,            0.033597,            0.015856,            0.013329,            0.003334,            0.003334,            0.003334
                 204,            0.018608,            0.016203,           0.0041826,             0.64949,             0.62775,             0.61051,             0.43406,            0.033608,            0.015869,            0.013328,            0.003301,            0.003301,            0.003301
                 205,             0.01862,            0.015995,           0.0045665,             0.65516,             0.62449,             0.61106,             0.43404,            0.033617,            0.015881,            0.013332,            0.003268,            0.003268,            0.003268
                 206,            0.018801,            0.015986,           0.0044373,             0.65416,             0.62565,             0.61076,              0.4339,            0.033623,            0.015896,            0.013325,            0.003235,            0.003235,            0.003235
                 207,            0.018578,            0.015808,           0.0041063,             0.65545,             0.62522,             0.61086,             0.43403,            0.033631,            0.015907,            0.013319,            0.003202,            0.003202,            0.003202
                 208,            0.018238,            0.015584,            0.004245,             0.65453,             0.62424,             0.61071,             0.43412,            0.033639,            0.015916,             0.01331,            0.003169,            0.003169,            0.003169
                 209,            0.018632,             0.01563,           0.0041442,             0.65448,             0.62454,               0.611,             0.43465,            0.033652,            0.015928,            0.013303,            0.003136,            0.003136,            0.003136
                 210,            0.018493,            0.015624,           0.0042416,              0.6554,              0.6245,             0.61101,             0.43465,            0.033667,             0.01594,            0.013305,            0.003103,            0.003103,            0.003103
                 211,             0.01858,            0.015923,           0.0042628,             0.65547,             0.62468,             0.61098,             0.43494,             0.03368,            0.015953,            0.013301,             0.00307,             0.00307,             0.00307
                 212,            0.018279,             0.01558,           0.0042745,             0.65416,             0.62343,             0.61104,             0.43534,            0.033691,            0.015966,            0.013299,            0.003037,            0.003037,            0.003037
                 213,            0.017995,            0.015602,           0.0041424,             0.65498,             0.62261,             0.61115,             0.43527,            0.033702,            0.015979,            0.013287,            0.003004,            0.003004,            0.003004
                 214,             0.01825,            0.015553,           0.0041127,             0.65441,             0.62112,              0.6111,             0.43572,             0.03372,            0.015991,            0.013279,            0.002971,            0.002971,            0.002971
                 215,            0.017919,             0.01528,           0.0038034,              0.6539,             0.62108,             0.61081,             0.43594,            0.033742,            0.016001,             0.01329,            0.002938,            0.002938,            0.002938
                 216,            0.018236,            0.015469,           0.0042581,             0.65296,             0.62284,             0.61078,             0.43555,            0.033758,            0.016014,            0.013295,            0.002905,            0.002905,            0.002905
                 217,            0.018086,            0.015339,           0.0039848,             0.65258,             0.62305,             0.61061,             0.43565,            0.033778,             0.01603,              0.0133,            0.002872,            0.002872,            0.002872
                 218,            0.018107,            0.015574,           0.0039512,              0.6519,             0.62191,             0.60994,             0.43554,            0.033796,            0.016045,            0.013314,            0.002839,            0.002839,            0.002839
                 219,            0.017875,            0.015471,           0.0039764,              0.6526,             0.62183,             0.60954,             0.43572,            0.033817,             0.01606,            0.013325,            0.002806,            0.002806,            0.002806
                 220,            0.018077,            0.015103,            0.004058,              0.6541,             0.62106,             0.60968,             0.43601,            0.033835,            0.016077,            0.013333,            0.002773,            0.002773,            0.002773
                 221,            0.017599,            0.015281,           0.0039968,             0.65324,              0.6229,             0.61038,             0.43589,            0.033851,            0.016095,            0.013333,             0.00274,             0.00274,             0.00274
                 222,            0.017161,            0.015052,           0.0035754,             0.65487,             0.62191,             0.61034,             0.43603,            0.033867,            0.016112,            0.013335,            0.002707,            0.002707,            0.002707
                 223,            0.017175,            0.014758,           0.0037642,             0.65495,             0.62181,             0.60997,             0.43598,            0.033883,            0.016129,            0.013342,            0.002674,            0.002674,            0.002674
                 224,            0.017156,            0.015057,           0.0038464,             0.65434,             0.62064,             0.61041,             0.43632,            0.033899,            0.016146,            0.013342,            0.002641,            0.002641,            0.002641
                 225,            0.017372,            0.014899,           0.0039661,             0.65198,             0.62303,             0.61032,             0.43586,            0.033915,            0.016163,            0.013348,            0.002608,            0.002608,            0.002608
                 226,            0.017365,            0.014707,           0.0037277,             0.65148,             0.62048,             0.60969,             0.43576,            0.033934,             0.01618,            0.013353,            0.002575,            0.002575,            0.002575
                 227,            0.017352,            0.014698,           0.0038596,             0.65141,             0.61865,             0.60923,             0.43559,            0.033951,            0.016196,            0.013367,            0.002542,            0.002542,            0.002542
                 228,            0.016997,            0.014866,           0.0035901,             0.64993,              0.6197,             0.60941,             0.43576,            0.033967,            0.016212,            0.013378,            0.002509,            0.002509,            0.002509
                 229,            0.016906,            0.015006,           0.0035686,              0.6503,             0.61999,             0.60901,             0.43551,            0.033984,            0.016229,             0.01339,            0.002476,            0.002476,            0.002476
                 230,            0.016993,            0.014703,           0.0035923,             0.64857,             0.61974,              0.6087,             0.43537,            0.034005,            0.016247,              0.0134,            0.002443,            0.002443,            0.002443
                 231,            0.016862,            0.014401,           0.0037521,             0.64988,              0.6209,             0.60875,              0.4352,            0.034027,            0.016262,            0.013413,             0.00241,             0.00241,             0.00241
                 232,             0.01657,            0.014394,           0.0033752,             0.65225,             0.62287,               0.609,             0.43512,             0.03405,            0.016279,            0.013422,            0.002377,            0.002377,            0.002377
                 233,            0.016553,            0.014607,           0.0035256,             0.65251,             0.62374,             0.60858,             0.43441,            0.034069,            0.016295,            0.013427,            0.002344,            0.002344,            0.002344
                 234,            0.016739,            0.014414,           0.0035689,             0.65266,             0.62365,             0.60841,             0.43458,            0.034085,            0.016313,            0.013436,            0.002311,            0.002311,            0.002311
                 235,            0.016641,            0.014444,           0.0034197,             0.65266,             0.62334,             0.60852,             0.43456,            0.034101,            0.016332,            0.013445,            0.002278,            0.002278,            0.002278
                 236,            0.016578,            0.014187,           0.0032997,             0.65391,             0.62301,              0.6086,             0.43475,             0.03412,             0.01635,            0.013456,            0.002245,            0.002245,            0.002245
                 237,            0.016374,            0.014331,           0.0036033,             0.65498,             0.62306,             0.60813,             0.43413,            0.034136,            0.016369,            0.013468,            0.002212,            0.002212,            0.002212
                 238,            0.016582,            0.014297,            0.003419,             0.65703,             0.62221,             0.60819,             0.43408,            0.034154,            0.016387,            0.013481,            0.002179,            0.002179,            0.002179
                 239,            0.016407,            0.014103,           0.0035268,             0.65782,             0.62039,             0.60813,               0.434,            0.034172,            0.016408,            0.013488,            0.002146,            0.002146,            0.002146
                 240,            0.015944,            0.014127,            0.003298,              0.6583,             0.62065,             0.60781,             0.43398,            0.034191,            0.016426,            0.013497,            0.002113,            0.002113,            0.002113
                 241,            0.016179,             0.01396,           0.0033911,             0.65582,             0.62405,               0.608,             0.43407,             0.03421,            0.016444,            0.013518,             0.00208,             0.00208,             0.00208
                 242,            0.016014,            0.013904,           0.0033476,             0.66151,             0.61468,             0.60847,              0.4342,            0.034225,            0.016463,            0.013533,            0.002047,            0.002047,            0.002047
                 243,            0.016201,            0.013925,           0.0036098,             0.66391,             0.61428,             0.60845,             0.43399,            0.034242,             0.01648,            0.013546,            0.002014,            0.002014,            0.002014
                 244,            0.015721,             0.01382,           0.0031228,             0.66311,             0.61532,             0.60784,             0.43403,             0.03426,            0.016501,            0.013557,            0.001981,            0.001981,            0.001981
                 245,            0.016063,            0.013936,           0.0032441,             0.66395,             0.61283,             0.60803,             0.43428,            0.034283,             0.01652,            0.013562,            0.001948,            0.001948,            0.001948
                 246,            0.015876,            0.013903,           0.0031167,              0.6641,             0.61336,             0.60833,             0.43437,            0.034301,            0.016536,            0.013562,            0.001915,            0.001915,            0.001915
                 247,             0.01566,            0.013451,           0.0031275,             0.66259,             0.61389,             0.60828,             0.43447,            0.034325,            0.016555,            0.013566,            0.001882,            0.001882,            0.001882
                 248,            0.015739,            0.013555,           0.0033227,             0.66412,             0.61259,             0.60847,             0.43451,            0.034347,            0.016573,            0.013573,            0.001849,            0.001849,            0.001849
                 249,            0.015357,            0.013561,           0.0030861,             0.66373,             0.61297,             0.60814,             0.43457,            0.034369,            0.016593,            0.013578,            0.001816,            0.001816,            0.001816
                 250,            0.015446,            0.013611,           0.0032487,             0.66512,              0.6117,             0.60805,             0.43399,            0.034387,             0.01661,            0.013584,            0.001783,            0.001783,            0.001783
                 251,            0.015222,            0.013308,           0.0032377,             0.66621,             0.61067,             0.60776,             0.43391,            0.034407,            0.016628,            0.013596,             0.00175,             0.00175,             0.00175
                 252,            0.015305,            0.013619,            0.002976,             0.66814,              0.6102,             0.60786,             0.43437,            0.034429,            0.016648,            0.013607,            0.001717,            0.001717,            0.001717
                 253,            0.015424,             0.01355,           0.0030203,             0.66905,                0.61,             0.60754,             0.43426,            0.034446,            0.016667,            0.013613,            0.001684,            0.001684,            0.001684
                 254,             0.01527,            0.013036,           0.0028871,             0.67293,              0.6089,             0.60767,             0.43421,            0.034465,            0.016686,            0.013623,            0.001651,            0.001651,            0.001651
                 255,            0.014929,            0.013211,           0.0029975,              0.6717,             0.60929,             0.60772,             0.43402,            0.034482,            0.016706,            0.013628,            0.001618,            0.001618,            0.001618
                 256,            0.015019,            0.013353,           0.0031807,             0.67134,             0.60987,             0.60741,             0.43413,            0.034502,            0.016727,            0.013629,            0.001585,            0.001585,            0.001585
                 257,            0.014961,            0.013149,            0.002855,             0.67076,             0.60974,             0.60697,             0.43394,            0.034523,            0.016747,            0.013631,            0.001552,            0.001552,            0.001552
                 258,            0.014919,            0.013159,           0.0030862,             0.66724,             0.61048,             0.60723,             0.43426,             0.03454,            0.016767,             0.01363,            0.001519,            0.001519,            0.001519
                 259,            0.014874,             0.01295,           0.0029479,             0.66443,             0.61199,             0.60733,             0.43473,            0.034559,            0.016786,            0.013631,            0.001486,            0.001486,            0.001486
                 260,            0.014721,            0.013039,           0.0028275,              0.6627,             0.61312,             0.60735,             0.43489,            0.034579,            0.016804,            0.013636,            0.001453,            0.001453,            0.001453
                 261,            0.014572,            0.012816,           0.0029607,             0.66187,             0.61278,              0.6074,             0.43476,            0.034601,            0.016824,            0.013637,             0.00142,             0.00142,             0.00142
                 262,             0.01444,            0.012875,           0.0028226,              0.6662,             0.61127,             0.60715,               0.435,            0.034621,            0.016844,            0.013639,            0.001387,            0.001387,            0.001387
                 263,            0.014733,            0.012708,           0.0026817,             0.66238,             0.61416,             0.60718,             0.43542,            0.034644,            0.016862,            0.013648,            0.001354,            0.001354,            0.001354
                 264,            0.014615,            0.012695,           0.0028385,             0.66318,             0.61463,             0.60698,             0.43527,            0.034668,            0.016883,            0.013657,            0.001321,            0.001321,            0.001321
                 265,            0.014402,            0.012933,           0.0029281,             0.68266,             0.59877,             0.60708,             0.43548,            0.034691,            0.016903,            0.013672,            0.001288,            0.001288,            0.001288
                 266,            0.014344,            0.012582,            0.002689,             0.68309,             0.59997,             0.60739,             0.43545,            0.034711,            0.016923,            0.013679,            0.001255,            0.001255,            0.001255
                 267,            0.014095,            0.012615,           0.0027303,             0.68335,             0.59863,             0.60733,             0.43546,            0.034733,            0.016945,            0.013687,            0.001222,            0.001222,            0.001222
                 268,            0.013907,            0.012865,           0.0026244,             0.68271,             0.59896,             0.60715,             0.43565,            0.034754,            0.016967,            0.013691,            0.001189,            0.001189,            0.001189
                 269,            0.014338,            0.012397,           0.0027966,             0.68432,             0.59713,              0.6068,              0.4352,            0.034782,            0.016991,            0.013696,            0.001156,            0.001156,            0.001156
                 270,            0.013646,            0.012429,           0.0026445,             0.68464,             0.59809,             0.60691,              0.4353,            0.034808,            0.017014,            0.013706,            0.001123,            0.001123,            0.001123
                 271,            0.013905,            0.012611,           0.0028336,             0.68565,             0.59719,             0.60701,             0.43533,            0.034831,            0.017036,            0.013711,             0.00109,             0.00109,             0.00109
                 272,            0.013775,            0.012449,            0.002648,             0.68701,             0.59796,             0.60725,             0.43573,             0.03485,             0.01706,            0.013714,            0.001057,            0.001057,            0.001057
                 273,            0.013765,            0.012334,           0.0027596,             0.68737,             0.59754,             0.60745,             0.43613,             0.03487,            0.017085,            0.013719,            0.001024,            0.001024,            0.001024
                 274,             0.01348,            0.012198,           0.0026897,             0.68702,             0.59794,             0.60731,              0.4361,            0.034889,            0.017111,            0.013724,            0.000991,            0.000991,            0.000991
                 275,             0.01347,            0.012128,           0.0024615,             0.68841,             0.59758,             0.60734,             0.43587,            0.034908,            0.017134,            0.013729,            0.000958,            0.000958,            0.000958
                 276,            0.013463,            0.012042,            0.002478,             0.68061,             0.60564,             0.60726,             0.43585,            0.034928,            0.017159,            0.013738,            0.000925,            0.000925,            0.000925
                 277,            0.013127,            0.012074,           0.0026197,             0.68267,             0.60536,             0.60704,             0.43567,             0.03495,            0.017184,            0.013748,            0.000892,            0.000892,            0.000892
                 278,            0.013477,            0.012027,           0.0026734,             0.68154,             0.60437,             0.60656,             0.43587,            0.034969,            0.017212,            0.013761,            0.000859,            0.000859,            0.000859
                 279,             0.01315,            0.011993,           0.0022255,              0.6814,              0.6054,              0.6066,              0.4358,            0.034991,            0.017242,            0.013769,            0.000826,            0.000826,            0.000826
                 280,            0.013166,            0.012225,           0.0024616,             0.68252,             0.60363,             0.60626,             0.43557,            0.035012,            0.017268,            0.013781,            0.000793,            0.000793,            0.000793
                 281,            0.013321,            0.011831,           0.0023929,             0.68425,             0.60357,             0.60623,             0.43609,            0.035034,            0.017298,            0.013792,             0.00076,             0.00076,             0.00076
                 282,            0.012936,            0.011893,            0.002359,             0.68503,             0.60374,             0.60601,             0.43611,            0.035058,            0.017324,            0.013801,            0.000727,            0.000727,            0.000727
                 283,            0.013167,            0.011895,           0.0023422,             0.68372,             0.60384,             0.60588,             0.43606,            0.035083,            0.017351,            0.013808,            0.000694,            0.000694,            0.000694
                 284,            0.012925,            0.011785,           0.0024137,             0.68467,             0.60319,             0.60573,             0.43597,            0.035103,            0.017378,            0.013819,            0.000661,            0.000661,            0.000661
                 285,            0.012825,            0.011805,           0.0023917,             0.68577,             0.60311,             0.60582,             0.43585,            0.035127,            0.017405,            0.013832,            0.000628,            0.000628,            0.000628
                 286,            0.012667,            0.011626,           0.0022394,              0.6826,             0.60408,             0.60556,             0.43588,            0.035147,            0.017434,            0.013848,            0.000595,            0.000595,            0.000595
                 287,            0.012706,            0.011742,           0.0023558,             0.68243,             0.60433,             0.60584,               0.436,            0.035174,            0.017463,            0.013864,            0.000562,            0.000562,            0.000562
                 288,            0.012681,            0.011649,           0.0022133,             0.68245,             0.60342,              0.6059,              0.4362,            0.035198,            0.017494,            0.013882,            0.000529,            0.000529,            0.000529
                 289,            0.012648,            0.011603,           0.0021731,             0.68474,             0.60393,             0.60552,             0.43557,            0.035228,            0.017525,            0.013897,            0.000496,            0.000496,            0.000496
                 290,            0.012334,            0.011459,           0.0022627,              0.6841,             0.60332,             0.60535,             0.43559,            0.035258,            0.017554,            0.013914,            0.000463,            0.000463,            0.000463
                 291,            0.012381,            0.011404,           0.0022169,             0.68231,             0.60368,             0.60536,             0.43586,            0.035286,            0.017586,            0.013928,             0.00043,             0.00043,             0.00043
                 292,            0.012384,            0.011444,           0.0020998,             0.67899,             0.60409,             0.60539,             0.43597,            0.035313,            0.017617,            0.013942,            0.000397,            0.000397,            0.000397
                 293,            0.012108,            0.011239,            0.002129,             0.68144,             0.60245,             0.60504,             0.43561,            0.035339,            0.017649,             0.01396,            0.000364,            0.000364,            0.000364
                 294,            0.012454,            0.011635,           0.0022363,             0.68001,              0.6022,             0.60495,              0.4357,            0.035364,            0.017681,            0.013978,            0.000331,            0.000331,            0.000331
                 295,            0.011868,            0.011159,           0.0022771,             0.68132,             0.60025,             0.60463,             0.43582,            0.035391,            0.017713,            0.013996,            0.000298,            0.000298,            0.000298
                 296,            0.011914,            0.010975,           0.0020188,             0.68068,             0.59882,             0.60418,             0.43548,            0.035419,            0.017747,            0.014012,            0.000265,            0.000265,            0.000265
                 297,            0.012081,            0.011219,           0.0020983,             0.68389,             0.59708,             0.60498,             0.43556,            0.035445,            0.017779,            0.014027,            0.000232,            0.000232,            0.000232
                 298,            0.011932,            0.011001,           0.0023439,             0.68774,             0.59518,             0.60476,             0.43561,            0.035471,            0.017809,            0.014044,            0.000199,            0.000199,            0.000199
                 299,            0.011831,            0.011183,           0.0020495,             0.68872,             0.59462,             0.60494,             0.43543,            0.035494,            0.017841,            0.014061,            0.000166,            0.000166,            0.000166
